Trade Date,Arca,Amex,Consolidated
20200609,"3,222.3","2,511.0","29,272.8"
20200608,"4,109.5","2,440.6","34,416.2"
20200605,"5,196.0","3,118.1","45,000.1"
20200604,"3,702.1","2,093.0","30,771.9"
20200603,"3,275.3","3,033.4","31,613.2"
20200602,"2,547.3","2,087.0","22,236.5"
20200601,"2,129.6","1,549.6","20,170.6"
20200529,"2,823.7","2,191.2","27,822.6"
20200528,"3,131.8","2,708.6","27,371.6"
20200527,"3,570.9","2,630.7","29,738.3"
20200526,"3,341.9","2,414.1","27,481.5"
20200522,"2,720.6","1,815.9","23,511.2"
20200521,"2,712.7","2,273.9","24,340.9"
20200520,"2,934.7","1,563.7","24,528.5"
20200519,"2,688.2","1,371.6","23,081.5"
20200518,"3,321.5","1,533.8","28,864.3"
20200515,"3,335.0","1,784.0","28,674.2"
20200514,"2,928.4","1,445.5","28,035.8"
20200513,"3,409.2","1,767.8","30,774.5"
20200512,"3,064.2","1,514.2","25,023.9"
20200511,"2,404.2","1,274.2","21,601.4"
20200508,"2,919.5","1,905.6","26,766.3"
20200507,"2,448.0","1,354.5","23,409.5"
20200506,"2,524.1","1,291.4","21,311.4"
20200505,"2,507.0","1,273.4","21,516.3"
20200504,"2,284.9","1,285.3","20,061.0"
20200501,"2,102.8","1,668.2","27,707.4"
20200430,"2,011.8","1,338.3","24,232.2"
20200429,"2,188.8","1,620.1","28,753.9"
20200428,"1,752.5","1,536.6","22,242.2"
20200427,"1,680.4","1,523.3","22,383.0"
20200424,"1,781.7","1,648.4","23,439.1"
20200423,"1,750.9","1,281.8","23,081.0"
20200422,"1,638.3","1,564.0","22,785.2"
20200421,"2,019.6","1,908.7","27,120.7"
20200420,"1,864.5","1,887.2","25,768.2"
20200417,"2,046.4","2,224.1","28,942.7"
20200416,"1,786.9","1,589.3","24,655.5"
20200415,"1,650.0","2,010.8","23,935.6"
20200414,"1,864.3","2,128.3","26,081.6"
20200413,"1,631.6","1,399.5","21,440.3"
20200409,"2,344.4","1,739.7","31,827.1"
20200408,"1,623.9","1,288.9","21,979.4"
20200407,"2,019.5","1,442.5","26,185.2"
20200406,"1,779.3","1,388.4","23,816.1"
20200403,"1,728.8","1,167.1","23,731.5"
20200402,"1,592.5","1,160.3","21,462.1"
20200401,"1,728.9","1,176.8","21,950.0"
20200331,"1,498.6","1,031.9","20,835.1"
20200330,"1,512.8","961.8","19,735.1"
20200327,"1,788.5","1,153.4","22,869.7"
20200326,"1,972.9","1,221.0","24,338.3"
20200325,"2,091.9","1,618.6","26,390.4"
20200324,"2,149.2","1,561.2","25,241.6"
20200323,"1,846.8","1,413.8","23,483.5"
20200320,"3,254.5","2,242.9","27,942.3"
20200319,"2,784.5","2,557.8","27,220.4"
20200318,"4,244.8","2,713.3","30,976.7"
20200317,"3,682.1","2,521.1","26,066.2"
20200316,"3,132.4","2,773.2","27,145.3"
20200313,"3,261.2","2,125.7","31,248.5"
20200312,"5,031.4","2,817.7","35,005.4"
20200311,"3,846.6","2,446.4","27,174.4"
20200310,"3,525.5","2,518.2","26,691.5"
20200309,"3,697.6","2,834.2","29,001.5"
20200306,"4,071.4","3,133.2","33,728.3"
20200305,"3,385.5","2,102.2","27,109.7"
20200304,"2,621.7","2,095.6","24,911.3"
20200303,"3,220.7","2,461.7","27,185.3"
20200302,"2,933.5","2,305.0","26,443.0"
20200228,"5,335.6","4,537.7","42,842.7"
20200227,"4,844.7","3,656.8","40,334.4"
20200226,"3,179.3","2,546.7","29,626.4"
20200225,"3,947.5","3,059.5","37,162.3"
20200224,"4,406.9","2,688.6","34,792.5"
20200221,"2,866.7","2,769.1","31,099.6"
20200220,"2,600.9","2,014.5","26,383.7"
20200219,"2,066.0","1,927.0","21,985.9"
20200218,"2,309.0","1,753.1","22,335.7"
20200214,"1,917.0","1,866.5","21,678.7"
20200213,"1,917.1","1,664.2","20,794.9"
20200212,"2,300.5","2,140.3","23,601.2"
20200211,"2,241.7","1,952.4","22,602.3"
20200210,"1,897.2","1,393.1","19,389.2"
20200207,"1,980.3","1,886.5","23,263.3"
20200206,"1,966.8","1,901.5","22,590.2"
20200205,"2,160.2","1,665.9","24,697.9"
20200204,"2,317.9","1,719.0","23,087.6"
20200203,"1,694.7","1,631.3","19,746.9"
20200131,"2,866.5","2,152.5","29,525.1"
20200130,"2,239.8","2,021.9","23,886.1"
20200129,"2,070.2","1,465.5","20,397.3"
20200128,"1,700.5","1,543.2","18,973.6"
20200127,"2,636.4","1,682.6","23,828.1"
20200124,"2,545.4","2,264.4","28,540.8"
20200123,"1,885.0","1,838.6","21,600.3"
20200122,"2,013.5","1,808.2","20,799.1"
20200121,"2,022.0","1,816.4","22,632.6"
20200117,"2,595.3","2,458.2","26,441.2"
20200116,"2,477.3","1,963.2","22,893.3"
20200115,"2,061.3","2,038.4","22,457.1"
20200114,"2,099.2","1,910.7","21,575.9"
20200113,"2,701.5","1,383.1","21,765.9"
20200110,"2,061.6","1,945.3","22,178.0"
20200109,"1,966.1","2,094.6","22,320.7"
20200108,"2,150.4","1,897.2","25,127.7"
20200107,"1,601.8","1,539.4","17,631.7"
20200106,"1,742.9","1,225.2","18,320.9"
20200103,"2,047.0","1,472.4","20,446.1"
20200102,"1,749.3","1,584.7","20,430.1"
20191231,"1,344.8","1,012.4","15,453.9"
20191230,"1,514.1","1,232.5","16,278.8"
20191227,"1,348.4","1,401.8","16,669.7"
20191226,"1,264.7","1,102.3","14,430.1"
20191224,"790.7","735.2","8,775.7"
20191223,"1,402.8","1,108.5","15,568.5"
20191220,"2,309.0","1,677.0","23,154.2"
20191219,"1,771.4","1,848.4","22,067.4"
20191218,"1,904.4","1,689.4","18,757.4"
20191217,"1,429.1","1,318.0","15,542.0"
20191216,"2,119.0","2,324.1","21,939.1"
20191213,"2,308.1","1,999.3","28,590.2"
20191212,"2,314.5","2,267.4","25,531.0"
20191211,"1,426.6","1,782.1","15,812.7"
20191210,"1,371.2","1,404.5","14,048.0"
20191209,"1,474.5","1,570.7","15,555.5"
20191206,"1,761.8","1,574.5","18,960.1"
20191205,"1,486.2","1,097.8","13,881.5"
20191204,"1,547.2","1,392.3","16,911.6"
20191203,"2,053.9","1,441.8","18,840.7"
20191202,"1,814.9","1,294.5","17,024.4"
20191129,"813.7","812.2","9,742.1"
20191127,"1,433.0","1,207.8","15,577.2"
20191126,"1,554.4","1,103.9","16,495.2"
20191125,"1,757.4","1,127.2","17,101.4"
